importer_iso,partner_iso,import_share
VNM,ITA,0.012065256623517059
VNM,JPN,0.13227726638587814
VNM,KOR,0.1810672178616524
VNM,MEX,0.001924328295253937
VNM,MYS,0.04158324482382888
VNM,NLD,0.007465258316926443
VNM,POL,0.0016350588437020832
VNM,RUS,0.015976559018257456
VNM,SAU,0.005934190535561031
VNM,SWE,0.003602706976659998
VNM,THA,0.07010702229320541
VNM,TUR,0.0013096981271623134
VNM,USA,0.05137565422419645
VNM,ZAF,0.0019930775817571873
ZAF,ARE,0.017681636893831332
ZAF,ARG,0.010287460778994865
ZAF,AUS,0.020424643393189636
ZAF,BEL,0.0159601625472459
ZAF,BRA,0.021979659072513928
ZAF,CAN,0.007850239432623862
ZAF,CHE,0.013744481168643657
ZAF,CHN,0.18337732859318998
ZAF,DEU,0.14012923312660883
ZAF,EGY,0.0010793970148720055
ZAF,ESP,0.01953004142178803
ZAF,FRA,0.03827315768631258
ZAF,GBR,0.05294290703372127
ZAF,IDN,0.010696995093206894
ZAF,IND,0.05037879468032679
ZAF,ITA,0.03477422758114303
ZAF,JPN,0.058518915989641665
ZAF,KOR,0.020422377204696866
ZAF,MEX,0.006595658964591564
ZAF,MYS,0.014776937329242542
ZAF,NLD,0.019679171805194764
ZAF,POL,0.008835178415279515
ZAF,RUS,0.005228250703598155
ZAF,SAU,0.06383625003292062
ZAF,SWE,0.015992640316049734
ZAF,THA,0.02971917149823878
ZAF,TUR,0.008325132666233385
ZAF,USA,0.10006659504097705
ZAF,VNM,0.008893354515122754
